id,city,postcode,coord_X,coord_Y,dist,bearing,house_state_index,house_quality_index,floors,bedrooms,baths,basement,living_m2,lot_m2,living_vs_neighbors,lot_vs_neighbors,age_since_construction,age_since_renovation,POI_view,view_quality,month,dow,price
982,Springfield,10030,14256.3531833087,6866.17353156867,15823.651445,64.28351,Fair,7,1,3,2.5,S,309,1196,1.03,0.86,26,26,N,Very Poor,5,Friday,698388
983,Springfield,10055,-15876.1340991223,19823.2599130792,25397.111401,-38.690683,Fair,5,3,4,3.5,S,242,474,1.3,0.76,12,12,N,Very Poor,9,Thursday,636285
984,Springfield,10044,-8756.42202323174,12214.3508517791,15028.815435,-35.636596,Fair,6,5,4,3,S,330,371,2.97,1,18,17,N,Fair,8,Tuesday,916745
985,Springfield,10045,13939.9923020279,-18328.0479599532,23026.956538,142.744017,Good,5,3,3,2.5,N,189,403,0.86,1,9,9,N,Very Poor,7,Thursday,304886
986,Springfield,10002,4034.56160849797,-7203.09364559147,8256.042965,150.746153,Fair,5,3,5,2.25,N,228,876,1.06,1.04,42,42,N,Very Poor,9,Wednesday,316521
987,Springfield,10002,4034.83698719666,-7603.34022092124,8607.59502,152.046611,Fair,5,2,4,1.75,N,161,669,1.03,0.98,39,39,N,Very Poor,3,Tuesday,289961
988,Springfield,10026,-14345.9840234062,995.98171490858,14380.515887,-86.028566,Fair,4,1,3,1.5,N,113,705,1.24,1,75,75,N,Very Poor,9,Friday,287004
989,Springfield,10001,-12131.0432437425,15911.6880964531,20008.598858,-37.321834,Fair,4,1,1,1,N,67,232,0.48,0.67,104,103,N,Very Poor,5,Monday,384819
990,Springfield,10008,-9497.96550471006,18397.3288650264,20704.421221,-27.305892,Very Good,4,1,4,1.75,S,151,566,1,1.49,96,95,N,Very Poor,8,Thursday,472732
991,Springfield,10040,7700.97632779227,14614.4238449999,16519.274219,27.786699,Fair,7,3,2,2.5,N,263,803,0.89,1.15,14,14,N,Very Poor,12,Tuesday,700489
992,Springfield,10027,-13644.3188702183,-21152.6592338745,25171.460627,-147.176351,Good,4,1,5,2.25,S,204,889,1.24,0.99,51,50,N,Very Poor,12,Thursday,235284
993,Springfield,10016,-12173.7073637139,-4601.34106020324,13014.280254,-110.705273,Fair,4,1,3,1.5,N,106,1222,0.94,1.01,58,57,N,Very Poor,2,Friday,220965
994,Springfield,10050,-563.437792341465,15109.693321605,15120.19492,-2.13556,Fair,7,3,4,3.25,N,392,1035,1.24,0.89,8,7,N,Fair,10,Wednesday,1453632
995,Springfield,10013,941.889408008785,-2445.89962515666,2620.988484,158.938846,Fair,7,3,4,2.75,N,246,623,0.96,0.85,0,0,N,Very Poor,11,Monday,478378
996,Springfield,10025,-11137.4749506619,24826.7218268393,27210.466092,-24.161403,Good,4,3,4,2.5,N,189,673,0.99,0.98,51,50,N,Very Poor,7,Wednesday,416970
997,Springfield,10024,-6735.86955155568,4551.19636807433,8129.288222,-55.954453,Fair,4,2,5,2.75,S,200,668,1.13,1,60,60,N,Very Poor,8,Tuesday,353279
998,Springfield,10008,-9497.16762516617,18886.5387364788,21139.951238,-26.69571,Good,5,2,3,1.5,N,151,273,1.05,0.77,83,83,N,Very Poor,10,Thursday,504960
999,Springfield,10035,-10926.959001132,-23281.8236461738,25718.50978,-154.857723,Fair,4,3,3,2.25,N,163,708,0.99,0.99,18,17,N,Very Poor,6,Tuesday,218924
1000,Springfield,10037,-8383.64513528212,10101.3261877862,13127.158737,-39.691143,Fair,4,2,5,1,N,163,360,1.03,0.91,113,113,N,Very Poor,11,Tuesday,683384
1001,Springfield,10039,-789.849458210332,7449.21835980644,7490.97566,-6.052525,Fair,7,3,4,3.25,N,354,751,1.56,0.88,9,8,N,Very Poor,8,Tuesday,1420154
1002,Springfield,10046,12574.6001224386,19214.8020330192,22963.649218,33.201641,Fair,5,3,4,2.5,N,234,506,1,1,4,4,N,Very Poor,12,Tuesday,621968
1003,Springfield,10040,11537.0326935995,12419.3151720361,16951.180275,42.890821,Fair,6,3,4,2.5,N,212,1024,0.98,1.13,28,27,N,Very Poor,7,Friday,516825
1004,Springfield,10016,-12410.0067116458,-9403.82130668702,15570.488809,-127.153436,Good,4,1,3,1,N,145,1334,0.95,1,63,63,N,Very Poor,6,Friday,341638
1005,Springfield,10033,340.173113813314,-21335.2488111219,21337.96053,179.086543,Fair,4,1,3,2,N,156,7594,0.68,2.12,23,22,N,Very Poor,8,Wednesday,307344
1006,Springfield,10018,-1472.07168396322,-13308.0312222827,13389.200501,-173.687872,Good,4,1,3,2.25,S,169,906,0.98,1.18,27,26,N,Very Poor,10,Tuesday,241470
1007,Springfield,10045,11519.9535722321,-17177.0395721134,20682.360087,146.151823,Good,4,1,3,1.75,S,148,1255,1.03,1.3,35,35,N,Very Poor,10,Tuesday,255259
1008,Springfield,10023,-1322.03775578643,-17521.7213244986,17571.525318,-175.685131,Fair,6,3,4,2.5,N,201,332,1.26,1.01,4,4,N,Very Poor,1,Tuesday,306664
1009,Springfield,10004,-13486.6320144265,14391.44569423,19723.157766,-43.141055,Fair,4,1,4,2,S,179,502,1.01,1.1,62,62,N,Very Poor,4,Friday,615997
1010,Springfield,10011,1321.6352105219,-15731.7555544661,15787.173669,175.19782,Good,4,1,2,1,N,112,1729,0.54,1.85,74,73,N,Very Poor,9,Monday,174124
1011,Springfield,10009,8064.27277083191,23531.9029168519,24875.348243,18.916347,Fair,8,3,4,3.75,N,491,3429,1.41,1,25,24,N,Very Poor,3,Thursday,1008321
1012,Springfield,10026,-14417.9195503315,2363.69280890441,14610.388354,-80.689675,Good,3,1,2,1,S,89,581,0.88,1.04,75,75,N,Very Poor,4,Monday,383209
1013,Springfield,10048,4988.83590410061,23250.4924486689,23779.694758,12.110277,Good,5,1,4,2.5,S,250,3470,1.17,1,36,35,N,Very Poor,2,Tuesday,596860
1014,Springfield,10049,-787.825366747142,22403.4029086366,22417.250739,-2.014001,Fair,4,1,3,1,N,104,929,0.93,1.01,52,51,N,Very Poor,3,Tuesday,311776
1015,Springfield,10027,-13125.0614184793,-25589.8104442616,28759.444289,-152.846628,Very Good,4,1,3,1,N,89,888,0.75,1,48,48,N,Very Poor,7,Monday,188959
1016,Springfield,10026,-14796.4470245417,1541.89357222502,14876.568164,-84.05085,Very Good,4,1,2,1,S,108,470,1,1,74,74,N,Very Poor,1,Wednesday,375758
1017,Springfield,10009,7307.84142837062,28512.0184096945,29433.649793,14.375865,Fair,6,3,3,2.5,N,270,4338,1.13,1.11,29,29,N,Very Poor,2,Tuesday,555290
1018,Springfield,10012,5215.74040829959,21193.7712547386,21826.128562,13.825623,Fair,5,3,4,2.5,N,249,423,0.98,1,6,6,N,Very Poor,4,Friday,660056
1019,Springfield,10024,-6886.53584759805,4429.07187148964,8187.860137,-57.252924,Fair,4,1,2,1.75,S,150,382,1.07,0.78,20,20,N,Very Poor,7,Monday,349861
1020,Springfield,10021,12301.9315557193,6105.69166446589,13733.790107,63.603887,Fair,5,3,3,2.5,N,205,801,0.94,1.2,27,27,N,Very Poor,8,Friday,519171
1021,Springfield,10018,943.564175106492,-12863.4255042274,12897.985465,175.804726,Fair,4,3,4,2.5,N,187,676,0.96,1,20,19,N,Very Poor,5,Thursday,316019
1022,Springfield,10049,-637.620737176123,23704.2484744644,23712.822606,-1.540828,Good,4,1,3,1.75,S,169,681,1.24,0.97,40,40,N,Very Poor,11,Tuesday,379775
1023,Springfield,10028,-6596.01570805799,-4921.58185921103,8229.786827,-126.728263,Fair,3,2,2,1,S,130,1816,0.62,3.01,86,86,N,Very Poor,3,Wednesday,219670
1024,Springfield,10044,-9207.90525777936,11892.614361072,15040.604894,-37.748974,Fair,5,3,3,1.5,S,92,124,0.74,0.53,7,6,N,Very Poor,9,Thursday,429811
1025,Springfield,10021,13962.307123969,3985.84277799235,14520.088253,74.067458,Fair,5,3,3,2.5,S,158,151,1.01,1.01,2,2,N,Very Poor,8,Tuesday,365306
1026,Springfield,10026,-14033.9441669342,5498.09136620984,15072.511322,-68.606198,Fair,3,2,5,1,S,175,351,1.33,1.48,99,99,N,Very Poor,3,Tuesday,299659
1027,Springfield,10024,-7487.83927253357,5052.42954535895,9032.982967,-55.990439,Fair,3,1,2,1,N,64,556,0.82,1.98,65,64,N,Very Poor,3,Monday,228319
1028,Springfield,10001,-12433.1861153558,15122.9184502803,19577.711292,-39.425059,Fair,4,1,2,2,N,117,314,1.01,1.01,59,59,N,Very Poor,7,Tuesday,441900
1029,Springfield,10048,787.435245173445,25283.0967357098,25295.355993,1.783885,Fair,6,3,4,2.5,N,262,704,1.03,0.99,24,24,N,Very Poor,9,Friday,485427
1030,Springfield,10031,-8523.72937633908,17139.4413692264,19141.954261,-26.441923,Fair,4,2,3,1,N,141,465,0.9,1.25,107,107,N,Very Poor,6,Thursday,480322
1031,Springfield,10056,-6688.32370821739,-19797.2060325297,20896.483932,-161.332882,Fair,4,1,3,2.5,S,145,861,1.06,1,37,36,N,Very Poor,4,Friday,249381
1032,Springfield,10056,-7297.4239313403,-23431.9768504969,24542.003487,-162.701837,Fair,4,3,4,2.5,N,259,368,1.09,1,8,8,N,Very Poor,11,Thursday,239235
1033,Springfield,10046,12044.2165660826,21570.7989535208,24705.515987,29.177133,Fair,5,3,2,2.5,N,244,737,1.14,1.1,11,10,N,Very Poor,7,Wednesday,658015
1034,Springfield,10037,-8682.55035444414,11347.012048585,14287.804698,-37.422633,Fair,6,4,3,3.25,S,160,147,1.16,0.97,11,11,N,Fair,2,Thursday,560811
1035,Springfield,10046,12498.095745719,19881.7453654463,23483.743229,32.154358,Fair,5,3,3,2.75,N,204,370,0.99,0.85,6,5,N,Very Poor,6,Wednesday,578276
1036,Springfield,10008,-9496.27883780429,19431.3411803272,21627.675137,-26.045194,Fair,3,1,2,1,N,71,594,0.48,1,75,75,N,Very Poor,7,Thursday,318827
1037,Springfield,10056,-6539.95461033939,-22298.8625582267,23238.121217,-163.654301,Fair,5,3,5,2.5,N,263,556,1.03,1.09,11,10,N,Very Poor,5,Wednesday,325775
1038,Springfield,10041,-15957.9918605384,17344.0648848989,23568.497851,-42.616654,Good,3,2,2,1,N,95,465,0.69,1,109,109,N,Very Poor,2,Friday,396519
1039,Springfield,10005,5376.31653332282,9819.82578266273,11195.256043,28.700534,Good,8,3,5,4.75,S,576,1289,2.11,1.03,26,26,Y,Very Good,9,Thursday,2903542
1040,Springfield,10042,-10504.5930378673,1399.19439471575,10597.368534,-82.412956,Fair,4,3,4,1.75,N,145,397,1.25,0.71,20,19,N,Very Poor,4,Wednesday,236862
1041,Springfield,10020,-2155.00285052549,-22902.4600562275,23003.62393,-174.624591,Good,4,1,4,1.5,N,148,860,1.03,0.93,55,54,N,Very Poor,6,Thursday,196437
1042,Springfield,10011,1473.10260486862,-17421.625320218,17483.794213,175.166796,Good,4,1,4,1.75,N,131,2379,0.65,1,52,52,N,Very Poor,10,Tuesday,193050
1043,Springfield,10051,-10085.444982752,-17624.3902067322,20306.041728,-150.219927,Good,4,1,4,2.75,S,191,752,1.34,1,27,27,N,Very Poor,3,Tuesday,272497
1044,Springfield,10022,-13833.281740094,26589.2411727801,29972.444509,-27.486094,Fair,6,1,4,2.75,S,270,1734,1.2,0.71,57,19,N,Very Poor,7,Wednesday,658454
1045,Springfield,10024,-6663.80098334403,1749.33852408504,6889.588436,-75.290966,Fair,3,1,2,1,N,69,498,0.72,0.97,95,94,N,Very Poor,4,Tuesday,272036
1046,Springfield,10033,-793.543530661289,-19901.0179082228,19916.832708,-177.716568,Good,5,1,3,1.75,N,165,3100,1.05,1.51,48,48,N,Very Poor,6,Wednesday,202793
1047,Springfield,10002,1848.53846475687,-10172.6807480765,10339.271157,169.700823,Fair,4,1,3,2,N,181,3782,1.05,4.22,16,16,N,Very Poor,4,Monday,319863
1048,Springfield,10019,-15093.0257375235,3332.67829059159,15456.589873,-77.548368,Fair,4,1,2,1,N,81,700,0.7,1.32,69,69,N,Very Poor,12,Monday,335813
1049,Springfield,10038,4031.81441105926,-3211.7322996481,5154.682513,128.540731,Fair,1,2,2,1,N,137,2393,0.88,0.59,84,84,N,Very Poor,11,Thursday,203079
1050,Springfield,10009,7841.47144674273,21863.8233205047,23227.471766,19.730398,Fair,8,2,3,2.5,N,276,1752,0.81,1.03,24,23,N,Very Poor,10,Friday,718573
1051,Springfield,10002,113.11194098505,-6859.82422551378,6860.756716,179.055333,Fair,4,1,3,1,N,153,670,1.23,0.86,50,50,N,Very Poor,9,Tuesday,203096
1052,Springfield,10002,791.868937164778,-7493.49586824637,7535.219754,173.967704,Fair,3,1,3,1,N,116,699,0.98,0.99,55,54,N,Very Poor,4,Tuesday,230297
1053,Springfield,10016,-12706.6854293658,-7057.29221142642,14534.965702,-119.04779,Fair,4,1,3,2.75,S,185,667,1.38,1,60,0,N,Very Poor,3,Monday,379958
1054,Springfield,10022,-13828.3047322131,28679.528981494,31839.242993,-25.741802,Good,5,3,3,2,S,279,2052,1.15,2.78,74,74,N,Fair,4,Saturday,782085
1055,Springfield,10008,-10022.6828195204,18898.5373709992,21391.794821,-27.938873,Very Good,4,2,5,2.75,S,255,522,1.71,1.22,90,90,N,Very Poor,6,Tuesday,532816
1056,Springfield,10038,2750.1080426203,-2000.60734300155,3400.812254,126.034578,Fair,5,3,4,2.5,N,281,839,0.93,1.63,8,8,N,Very Poor,11,Wednesday,467741
1057,Springfield,10054,-13212.1860242912,2850.0442923072,13516.087156,-77.827062,Good,4,2,5,2.5,S,233,698,1.97,1.12,86,86,N,Very Poor,7,Tuesday,351312
1058,Springfield,10010,1917.57763232184,9361.81684717267,9556.187454,11.575759,Fair,5,4,3,2,N,217,2472,1.15,1.33,28,28,N,Very Poor,6,Thursday,466840
1059,Springfield,10049,-2738.22325693649,23271.2358559081,23431.779379,-6.710883,Fair,4,1,3,1,N,84,743,0.61,1.08,44,44,N,Very Poor,3,Saturday,268104
1060,Springfield,10002,2827.82437381063,-6914.73294212301,7470.617267,157.757578,Fair,5,1,3,1.75,N,183,885,0.88,0.9,47,47,N,Very Poor,5,Monday,326893
1061,Springfield,10019,-15320.6329695633,2655.06051520993,15548.991637,-80.168309,Fair,5,3,3,2.5,S,157,121,1.03,0.98,10,9,N,Very Poor,2,Thursday,377346
1062,Springfield,10011,5857.51613197876,-20309.5091443328,21137.328519,163.911778,Fair,5,3,3,1,N,128,2871,0.59,0.95,39,39,N,Very Poor,7,Wednesday,320754
1063,Springfield,10045,12044.3391858515,-15030.2448259133,19260.694846,141.293401,Fair,4,3,4,2.75,N,201,902,1.3,1.25,19,18,N,Very Poor,5,Friday,321024
1064,Springfield,10025,-11884.788744652,26140.1910210792,28715.114315,-24.449193,Very Good,4,2,3,2,N,134,676,0.87,0.8,59,58,N,Very Poor,9,Wednesday,328720
1065,Springfield,10020,-2079.63241067657,-23591.7836287986,23683.266788,-174.962358,Fair,4,3,6,5,N,254,713,0.89,0.11,7,7,N,Very Poor,10,Wednesday,302481
1066,Springfield,10055,-13550.744595295,19128.0425283468,23441.516377,-35.314633,Fair,5,3,4,3.5,S,257,287,1.59,0.86,0,0,N,Very Poor,4,Monday,762770
1067,Springfield,10046,10923.5761934587,18911.2749255446,21839.433055,30.011693,Fair,5,3,4,2.75,N,259,579,1.05,1.11,15,15,N,Very Poor,8,Friday,622625
1068,Springfield,10007,-4175.51425146938,6616.79074784985,7824.11906,-32.253903,Very Good,5,3,4,2.25,N,216,1220,0.85,0.88,48,48,N,Very Poor,5,Friday,1056887
1069,Springfield,10020,-2381.78232266882,-22746.724885501,22871.081742,-174.02241,Fair,4,3,4,1.75,N,131,953,0.99,1,64,13,N,Very Poor,3,Friday,197135
1070,Springfield,10050,-1088.6169167499,18834.4280052601,18865.862426,-3.307976,Good,5,3,4,2.5,N,251,868,1.27,1.16,22,22,N,Very Poor,6,Wednesday,738786
1071,Springfield,10025,-13003.182265638,28977.8283366992,31761.569296,-24.167141,Fair,4,1,2,1.5,S,153,678,0.99,1.01,36,35,N,Very Poor,12,Thursday,319575
1072,Springfield,10029,-16366.2535960909,5648.69407706058,17313.636289,-70.958256,Good,5,1,2,1.5,S,129,463,0.86,1,60,59,N,Very Poor,10,Monday,464566
1073,Springfield,10041,-13779.4107576541,17672.0611927402,22409.237105,-37.94456,Good,4,1,2,1,N,89,465,0.72,1,115,115,N,Very Poor,8,Monday,440536
1074,Springfield,10004,-13188.056601421,13523.5298090941,18889.433433,-44.280455,Very Good,4,1,2,1.5,N,103,336,0.66,0.67,112,112,N,Very Poor,3,Wednesday,662437
1075,Springfield,10016,-13157.2266765204,-6200.21125612855,14544.938413,-115.231688,Good,4,1,3,1.75,N,154,756,1.12,1,63,62,N,Very Poor,10,Thursday,276233
1076,Springfield,10028,-10583.9562650284,-846.522737943621,10617.755458,-94.572879,Fair,4,1,2,1,S,191,779,1.22,0.62,53,53,N,Very Poor,6,Wednesday,237199
1077,Springfield,10002,2224.24304981809,-6092.26267504037,6485.593392,159.943211,Fair,6,3,4,3,N,290,1755,1.01,1.28,21,21,N,Very Poor,10,Thursday,427669
1078,Springfield,10049,1012.80235862655,23070.547080793,23092.767509,2.513684,Fair,4,3,4,2.25,N,211,847,1.33,1.15,38,38,N,Very Poor,4,Tuesday,370363
1079,Springfield,10021,14491.0319481782,3242.20995857393,14849.30747,77.3884,Fair,9,3,5,4.5,S,541,1592,1.2,1.14,8,7,N,Very Poor,3,Wednesday,1931487
1080,Springfield,10049,-2363.93285238599,21280.8634341968,21411.756748,-6.338576,Good,4,3,5,2.5,S,261,1304,1.47,1.35,54,53,N,Very Poor,10,Thursday,588232
1081,Springfield,10026,-14638.5527627672,4454.46160980854,15301.289332,-73.075174,Very Good,4,2,3,1,N,122,486,0.88,1,101,100,N,Very Poor,10,Monday,461241
1082,Springfield,10038,8556.63899980773,-5374.88483932802,10104.724539,122.135138,Fair,5,3,4,2.5,N,171,1439,1,1.03,24,24,N,Very Poor,7,Wednesday,343038
1083,Springfield,10046,12345.0437470733,21260.111037163,24584.393961,30.142319,Fair,6,1,2,2.5,N,249,1041,1.16,1.62,9,9,N,Very Poor,6,Tuesday,817588
1084,Springfield,10030,12596.1071485715,9252.7856184402,15629.330024,53.699926,Fair,5,3,3,2.5,N,153,392,1,0.92,15,15,N,Very Poor,10,Thursday,426324
1085,Springfield,10023,-1245.9574373662,-14997.9958316122,15049.660757,-175.251062,Fair,5,3,4,2.5,N,205,1643,1,1.05,17,16,N,Very Poor,7,Monday,316110
1086,Springfield,10024,-8165.42594219309,4842.09125462746,9493.156932,-59.332092,Fair,3,1,2,1,N,74,278,0.49,0.88,110,109,N,Very Poor,9,Monday,263034
1087,Springfield,10043,-9589.83782336659,8179.72181516884,12604.476921,-49.537239,Fair,5,3,4,2.5,N,232,371,1.69,0.93,0,0,N,Very Poor,2,Monday,557473
1088,Springfield,10051,-10905.0768411541,-11496.984519077,15846.177897,-136.513518,Good,4,1,4,2.5,S,249,749,1.4,0.94,48,48,N,Good,7,Thursday,413756
1089,Springfield,10012,5824.22276837223,13077.9169168578,14316.196483,24.0057,Good,5,3,3,2.25,N,166,207,1.01,0.87,39,38,N,Very Poor,4,Saturday,378533
1090,Springfield,10011,5548.13605417727,-12838.6428250459,13986.156129,156.628727,Fair,3,1,3,1.75,S,184,25367,0.91,1.25,58,15,N,Very Poor,3,Thursday,307339
1091,Springfield,10013,565.284932128662,-4013.59102345819,4053.203666,171.983041,Fair,4,3,5,3,N,359,780,1.48,1.49,10,9,N,Very Poor,9,Monday,376775
1092,Springfield,10048,6036.9115994449,25375.123072966,26083.350487,13.382274,Fair,6,1,4,2.25,S,207,1417,1.06,1,37,37,N,Very Poor,2,Thursday,408822
1093,Springfield,10050,-2064.98879002797,17789.5613653909,17909.010924,-6.621186,Fair,9,3,5,5.25,S,748,4249,2.34,1.71,17,17,Y,Very Good,10,Monday,4517612
1094,Springfield,10014,-414.598154176595,-4802.98263742432,4820.843686,-175.066402,Fair,4,2,3,2.25,N,187,408,1.17,1.05,29,29,N,Very Poor,4,Friday,307681
1095,Springfield,10049,-1388.42378137554,20935.8769045991,20981.865083,-3.794181,Fair,4,1,3,2.25,S,173,862,0.84,0.97,39,38,N,Very Poor,7,Friday,435553
1096,Springfield,10053,5079.41043917932,5372.26796722996,7393.353334,43.394984,Very Good,4,1,3,2.75,S,187,672,0.81,0.41,56,56,N,Very Poor,12,Thursday,475099
1097,Springfield,10056,-7595.6595070442,-20140.7537870137,21525.426975,-159.337093,Good,4,1,3,2,N,145,650,1,0.97,47,47,N,Very Poor,12,Tuesday,199215
1098,Springfield,10055,-14827.0179921983,19120.0314647401,24195.372817,-37.792518,Very Good,5,3,4,1.75,N,172,407,1.31,1.07,74,74,N,Very Poor,4,Monday,670421
1099,Springfield,10006,-16641.2869448836,14744.2626371472,22233.436799,-48.458898,Very Good,5,3,3,3.5,S,198,572,1.04,1.14,107,107,N,Fair,6,Tuesday,720783
1100,Springfield,10026,-14113.1659458081,3852.78657651954,14629.607562,-74.730745,Good,4,1,3,1.5,N,99,534,1.01,1,34,34,N,Fair,8,Tuesday,311615
1101,Springfield,10001,-12575.1286566851,18970.1969406316,22759.662403,-33.539947,Good,4,1,3,1,S,102,379,0.94,1,86,86,N,Very Poor,3,Monday,376701
1102,Springfield,10053,413.851977440546,5736.97575269303,5751.883539,4.126036,Very Good,4,1,3,1.75,N,132,854,0.79,0.93,57,57,N,Very Poor,8,Friday,322465
1103,Springfield,10018,-1018.84677151432,-11696.0358864477,11740.328113,-175.021507,Good,2,1,2,1,N,82,1644,0.73,1.36,63,62,N,Very Poor,3,Wednesday,256658
1104,Springfield,10049,-5439.46587216584,22706.0895278026,23348.539368,-13.471882,Fair,6,1,3,2.25,S,245,1190,1,0.99,37,36,N,Good,10,Thursday,787649
1105,Springfield,10003,-3486.91381366057,25784.422453085,26019.127756,-7.701578,Good,5,1,3,3,S,225,1300,0.94,1.05,28,28,N,Very Poor,4,Friday,291048
1106,Springfield,10034,-7157.77261458079,28645.2549878332,29525.994346,-14.029577,Fair,5,3,3,3.5,S,228,1314,1,1,1,1,N,Very Poor,2,Wednesday,584452
1107,Springfield,10009,12108.4630341744,26752.1742506764,29364.837888,24.35227,Good,5,3,4,2.5,N,191,3192,0.92,0.67,27,27,N,Very Poor,6,Wednesday,477023
1108,Springfield,10027,-14103.2750155719,-23408.4775759923,27328.724606,-148.931634,Good,3,1,3,1,N,139,768,1.25,0.98,53,53,N,Very Poor,8,Monday,181779
1109,Springfield,10029,-15389.0678078617,5256.90134761791,16262.177584,-71.139847,Fair,5,3,3,3.5,S,127,143,1,1.68,9,9,N,Very Poor,11,Monday,339259
1110,Springfield,10030,12299.1922530325,7406.52006665519,14357.11216,58.943832,Very Good,4,1,4,2.5,S,253,3213,1.42,1.54,50,50,N,Very Poor,9,Tuesday,546788
1111,Springfield,10047,8395.0287481067,2174.05629898767,8671.96797,75.481103,Fair,5,3,3,3.25,S,228,262,1,1,11,11,N,Very Poor,10,Thursday,541678
1112,Springfield,10006,-16643.5405293433,13954.8627530035,21719.706163,-50.021675,Very Good,5,1,3,2.5,S,271,523,1.23,1.12,60,60,N,Fair,7,Monday,893391
1113,Springfield,10045,12050.6060187797,-18087.6354660355,21734.29691,146.32708,Fair,4,3,5,2.5,N,191,435,1.02,1,15,14,N,Very Poor,10,Tuesday,295687
1114,Springfield,10029,-16218.7216495793,4580.9324297473,16853.245203,-74.227816,Good,3,2,2,1,N,98,700,0.42,0.55,106,106,N,Good,5,Monday,460185
1115,Springfield,10044,-8230.81886721952,11835.5631405561,14416.203872,-34.815953,Fair,4,1,2,1,S,98,392,1,1.01,108,107,N,Very Poor,2,Thursday,451649
1116,Springfield,10027,-14407.7158927531,-24208.2152372376,28171.261282,-149.240664,Fair,5,1,3,2.25,S,234,922,1.3,1.17,38,38,N,Very Poor,5,Wednesday,235366
1117,Springfield,10044,-9207.92273708984,11881.4961262776,15031.825948,-37.774971,Fair,5,3,3,3.5,S,190,187,1.67,0.55,8,7,N,Very Poor,2,Saturday,667143
1118,Springfield,10023,-415.379639184784,-15854.1855645135,15859.626104,-178.499194,Fair,4,2,4,2.75,N,202,898,1.46,0.99,49,49,N,Very Poor,9,Tuesday,242416
1119,Springfield,10013,1393.57011889409,-655.80113004053,1540.166484,115.201239,Fair,4,1,3,1,N,88,783,0.79,1,58,58,N,Very Poor,4,Tuesday,202139
1120,Springfield,10003,-6484.14956608564,27810.5701907561,28556.470544,-13.124285,Fair,5,3,4,2.25,S,221,1596,1.04,1.49,36,36,N,Very Poor,7,Wednesday,413054
1121,Springfield,10035,-10240.8150192423,-20081.1513743938,22541.671029,-152.979714,Good,5,1,3,1.5,N,182,1486,1.01,1.26,57,57,N,Very Poor,7,Wednesday,255747
1122,Springfield,10027,-14407.9062054102,-24286.0387728086,28238.261995,-149.32109,Good,4,1,3,2.25,S,183,719,1.24,0.96,32,32,N,Very Poor,1,Tuesday,180396
1123,Springfield,10012,4990.6384797271,21149.1002267642,21729.954276,13.277427,Fair,7,5,3,3.5,N,263,413,0.93,0.82,8,7,N,Very Poor,8,Friday,628208
1124,Springfield,10055,-15651.2700760561,19700.3481679785,25160.802311,-38.465971,Very Good,5,3,3,3,S,230,690,1.04,0.95,39,39,N,Very Poor,7,Wednesday,714714
1125,Springfield,10034,-10230.5840014636,28738.7980443049,30505.464462,-19.594972,Very Good,4,1,3,1.75,N,152,791,0.94,1.1,64,64,N,Very Poor,12,Tuesday,386529
1126,Springfield,10010,1991.20869724611,13953.6979433983,14095.055813,8.121343,Fair,9,3,4,4,N,412,2915,1.14,0.89,17,17,N,Very Poor,4,Wednesday,1725406
1127,Springfield,10001,-12351.5771834647,18180.3090073748,21979.196858,-34.191919,Fair,5,5,3,2.25,N,132,92,1.06,0.7,8,8,N,Very Poor,9,Wednesday,411571
1128,Springfield,10025,-12708.6998690799,26553.3198834876,29437.898179,-25.57627,Fair,4,1,3,1.75,S,156,784,0.89,0.89,38,37,N,Very Poor,4,Monday,368033
1129,Springfield,10012,4915.76977639561,20937.7857196943,21507.107275,13.212596,Fair,6,3,4,2.5,N,287,660,1.01,1.18,14,14,N,Very Poor,7,Monday,681126
1130,Springfield,10055,-13324.7107738095,19483.3120242047,23603.969256,-34.368372,Fair,3,1,2,1,N,84,427,0.86,1,64,64,N,Very Poor,6,Friday,325157
1131,Springfield,10028,-6973.20857009758,-5154.6232695273,8671.549966,-126.471958,Fair,4,1,3,1.5,N,183,939,0.88,1,50,50,N,Very Poor,2,Tuesday,358460
1132,Springfield,10004,-14390.4114946737,13515.2532703813,19741.986069,-46.796282,Fair,5,5,3,2.5,N,109,117,0.99,0.48,4,3,N,Very Poor,6,Tuesday,413882
1133,Springfield,10012,1689.5072659782,17889.5060768935,17969.108561,5.395083,Fair,7,3,4,2.5,N,329,799,2.7,0.88,8,8,N,Very Poor,2,Thursday,772887
1134,Springfield,10038,5013.07700759445,-5045.44847063789,7112.488408,135.184395,Fair,5,1,3,1.75,N,162,1037,1.01,1,47,47,N,Very Poor,8,Wednesday,228370
1135,Springfield,10003,-5662.33812054333,24974.4791540861,25608.332277,-12.77442,Fair,5,1,3,1.75,N,130,1279,0.64,1.32,52,52,N,Very Poor,7,Tuesday,395519
1136,Springfield,10050,-337.787770269295,19846.1132693235,19848.987694,-0.9751,Fair,5,3,3,2.5,N,200,752,1,1.13,21,21,N,Very Poor,10,Wednesday,502479
1137,Springfield,10027,-15841.9805096249,-23192.8145868283,28086.918573,-145.664754,Fair,6,3,3,2.5,N,204,699,0.9,0.87,25,24,N,Very Poor,6,Wednesday,289137
1138,Springfield,10023,-3133.7719403202,-14997.2916568178,15321.203726,-168.197531,Fair,3,2,3,1,S,184,3633,1.06,3.31,83,83,N,Very Poor,10,Wednesday,270619
